idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
266,Single Cell RNA,기본분석,,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,,SampleStats,python,3.12.4,5,30,0.1,5,0.1,서채화,BCL 78G 4 sample 기준
267,Single Cell RNA,기본분석,,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,SAMPLE_REPORTING,SampleReportGeneration,python,3.12.4,1,0.1,0.1,1,0.1,서채화,BCL 78G 4 sample 기준
268,Single Cell RNA,기본분석,,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,MultiSampleReport,MultiSampleReport,python,3.12.4,1,0.1,0.1,1,0.1,서채화,BCL 78G 4 sample 기준
269,Single Cell RNA,기본분석,,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,LibraryMetricsGeneration,LibraryMetricsGeneration,python,3.12.4,1,0.1,0.1,1,0.1,서채화,BCL 78G 4 sample 기준
270,Single Cell RNA,기본분석,,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,LibraryReportGeneration,LibraryReportGeneration,python,3.12.4,1,0.1,0.1,1,0.1,서채화,BCL 78G 4 sample 기준
271,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64,200,6,64,22000,서채화,8 sample 기준
272,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,integration_annot,Seurat,5.2.1,64,200,12,64,22000,서채화,8 sample 기준
273,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,select,Seurat,5.2.1,64,200,6,64,22000,서채화,8 sample 기준
274,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,DE,Seurat,5.2.1,64,200,6,64,17000,서채화,8 sample 기준
275,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,Functional Analysis,clusterprofiler,4.18.4,64,200,6,64,17000,서채화,8 sample 기준
276,Spatial,기본분석,geomx,Bruker Nanostring_GeoMx,GeoMxDSP,3.2,Pre-processing,Process_DCC,geomxngspipeline,3.2.0.35,64,10,0.1,64,141000,서채화,"one plate, 121 AOI 기준"
277,Spatial,기본분석,cosmx,Bruker Nanostring_CosMx,AtoMx,1.0.0,Pre-processing,Pre-processing,AtoMx,2.1.0,in cloud,in cloud,24,in cloud,5000,서채화,"one slide, 45 fov 기준"
278,Spatial,심화분석,,Bruker Nanostring_CosMx,inhouse,1.0.0,Post-processing,Post-processing,Giotto,4.2.2,64,200,12,64,10000,서채화,"one slide, 45 fov 기준"
279,Microarray,Gene Expression,microarray,Microarray,inhouse,1.0.0,Expression,Analysis,Expression console,1.4,6,4,0.1,1,80,김현승,1샘플(약 25Mb) 기준
280,Microarray,Gene Expression,,Microarray,inhouse,1.0.0,Visualization,Graph,R,4.0.5,1,1,0.1,1,15,김현승,1샘플(약 25Mb) 기준
281,Microarray,Gene Expression,,Microarray,inhouse,1.0.0,DEG analysis,DEG,python,2.7.5,1,1,0.1,1,10,김현승,1샘플(약 25Mb) 기준
282,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1,1,0.1,1,2,이신석,"TBS, 120x 기준"
283,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4,1,1.5,1,"5,000",이신석,"TBS, 120x 기준"
284,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK,bismark,0.24.2,30,52,3.5,1,"9,000",이신석,"TBS, 120x 기준"
285,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2,7,0.5,1,"7,000",이신석,"TBS, 120x 기준"
286,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12,3,1.5,1,"7,000",이신석,"TBS, 120x 기준"
287,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1,1,0.5,1,"4,000",이신석,"TBS, 120x 기준"
288,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_INDEX,samtools,1.19.2,1,1,0.1,1,4,이신석,"TBS, 120x 기준"
289,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_STATS,samtools,1.19.2,1,1,0.1,1,1,이신석,"TBS, 120x 기준"
290,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4,2,0.1,1,500,이신석,"TBS, 120x 기준"
291,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,,BEDTOOLS_COVERAGE,bedtools,2.31.1,2,3,0.2,1,"12,000",이신석,"TBS, 120x 기준"
292,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2,1,0.1,1,8,이신석,"TBS, 120x 기준"
293,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,Plots,MAKE_INPUT,C,8.5.0,1,1,0.2,1,9,이신석,"TBS, 120x 기준"
294,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,,R_PLOTS,R,4.4.2,1,4,0.1,1,1,이신석,"TBS, 120x 기준"
295,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,RNBEADS_SNP_FILTER,R,4.4.2,4,16,0.2,1,"1,000",이신석,4 sample 기준
296,Targeted Methylation Sequencing,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,,DMR_ANALYSIS,R,4.4.2,4,10,0.5,1,30,이신석,4 sample 기준
297,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1,1,0.1,1,3,이신석,"WGBS, 50x 기준"
298,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4,1,14.5,1,"55,000",이신석,"WGBS, 50x 기준"
299,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK,bismark,0.24.2,30,60,34.5,1,"100,000",이신석,"WGBS, 50x 기준"
300,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2,42,4.5,1,"75,000",이신석,"WGBS, 50x 기준"
301,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12,8,8,1,"110,000",이신석,"WGBS, 50x 기준"
302,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1,1,4.5,1,"45,000",이신석,"WGBS, 50x 기준"
303,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_INDEX,samtools,1.19.2,1,1,0.3,1,10,이신석,"WGBS, 50x 기준"
304,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_STATS,samtools,1.19.2,1,1,0.7,1,1,이신석,"WGBS, 50x 기준"
305,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4,2,0.2,1,"4,500",이신석,"WGBS, 50x 기준"
306,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,CH_CALL,CH_CALL,bismark2bedGraph,0.24.2,2,2,16,3,"22,500",이신석,"WGBS, 50x 기준"
307,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2,1,0.1,1,8,이신석,"WGBS, 50x 기준"
308,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.1.1,PLOTS,MAKE_INPUT,C,8.5.0,1,1,0.5,1,9,이신석,"WGBS, 50x 기준"
309,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,,R_PLOTS,R,4.4.2,1,6,0.2,1,1,이신석,"WGBS, 50x 기준"
310,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,RNBEADS_SNP_FILTER,R,4.4.2,4,32,0.5,1,"2,600",이신석,2 sample 기준
311,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,,Illumina NovaSeq,inhouse,1.0.1,,DMR_ANALYSIS,R,4.4.2,4,15,0.3,1,230,이신석,2 sample 기준
312,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1,1,0.1,1,3,이신석,"WGBS, 50x 기준"
313,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4,1,14.5,1,"55,000",이신석,"WGBS, 50x 기준"
314,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK_GENOME_PREPARE,bismark_genome_preparation,0.24.2,4,10,1.6,1,"15,000",이신석,"WGBS, 50x 기준"
315,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,,BISMARK_ALIGN,bismark,0.24.2,30,60,34.5,1,"100,000",이신석,"WGBS, 50x 기준"
316,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2,42,4.5,1,"75,000",이신석,"WGBS, 50x 기준"
317,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12,8,8,1,"110,000",이신석,"WGBS, 50x 기준"
318,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1,1,4.5,1,"45,000",이신석,"WGBS, 50x 기준"
319,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_INDEX,samtools,1.19.2,1,1,0.3,1,10,이신석,"WGBS, 50x 기준"
320,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,,SAMTOOLS_STATS,samtools,1.19.2,1,1,0.7,1,1,이신석,"WGBS, 50x 기준"
321,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4,2,0.2,1,"4,500",이신석,"WGBS, 50x 기준"
322,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,CH_CALL,CH_CALL,bismark2bedGraph,0.24.2,2,2,16,3,"22,500",이신석,"WGBS, 50x 기준"
323,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2,1,0.1,1,8,이신석,"WGBS, 50x 기준"
324,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,PLOTS,MAKE_INPUT,C,8.5.0,1,1,0.5,1,9,이신석,"WGBS, 50x 기준"
325,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.0.1,,R_PLOTS,R,4.4.2,1,6,0.2,1,1,이신석,"WGBS, 50x 기준"
326,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.1.1,DMR_ANALYSIS,CPG_ISLAND,cgh_lh,2025.12.03,1,2,0.1,1,4,이신석,"WGBS, 50x 기준"
327,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,,Illumina NovaSeq,inhouse,1.0.1,,DMR_ANALYSIS,R,4.4.2,4,243,1.3,1,560,이신석,2 sample 기준
328,Methylation Chip,EPICarray v1/v2 DMR 분석,Methylation array QC / DMR 분석,Illumina iScan,inhouse,1.0.1,QC,EXPERIMENT_QC,R,4.4.2,1,11,0.2,1,1,이신석,96 sample 기준
329,Methylation Chip,EPICarray v1/v2 DMR 분석,,Illumina iScan,inhouse,1.0.1,,DATA_QC,R,4.4.2,1,130,2.5,1,"22,000",이신석,300 sample 기준
330,Methylation Chip,EPICarray v1/v2 DMR 분석,,Illumina iScan,inhouse,1.0.1,,AGE_PREDICTION,R,4.4.2,20,14,0.6,1,1,이신석,300 sample 기준
331,Methylation Chip,EPICarray v1/v2 DMR 분석,,Illumina iScan,inhouse,1.0.1,DMR_ANALYSIS,DMR_ANALYSIS,R,4.4.2,1,40,0.4,1,43,이신석,300 sample 기준
332,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,DEV_MICROBIAL_ANALYSIS,EVALUATE_KINETICS,python3,3.9.6,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
333,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,MAKE_REFERENCE,dataset,0.15.1,1,1,0.1,1,5,이신석,"WGS, 100x 기준"
334,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,PREPARE_INPUT,DATASET_FILTER,python3,3.9.6,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
335,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,PB_BASEMODS_HIFI,CCS_KINETICS_BYSTRANDIFY,ccs-kinetics-bystrandify,3.4.0,1,1,0.1,1,"14,000",이신석,"WGS, 100x 기준"
336,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,MAPPING,pbmm2,1.16.0,32,3,0.1,1,"14,000",이신석,"WGS, 100x 기준"
337,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,MAPPING_STATS,python3,3.9.6,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
338,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,SPLIT_ALIGNMENTS,dataset,0.15.1,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
339,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,COVERAGE_REPORTS,SUMMARIZE_COVERAGE,summarize-coverage,0.0.1,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
340,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,GC_COVERAGE_PLOT,python3,3.9.6,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
341,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,PBREPORTS_COVERAGE,python3,3.9.6,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
342,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,IPDSUMMARY,ipdsummary,3.0,32,8,0.2,1,608,이신석,"WGS, 100x 기준"
343,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,GATHER_BIGWIG,python3,3.9.6,1,1,0.1,1,34,이신석,"WGS, 100x 기준"
344,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,GATHER_BASEMODS_CSV,python3,3.9.6,1,1,0.1,1,530,이신석,"WGS, 100x 기준"
345,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,GATHER_BASEMODS_GFF,python3,3.9.6,1,1,0.1,1,43,이신석,"WGS, 100x 기준"
346,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,MODIFICATIONS_REPORT,python3,3.9.6,1,2,0.1,1,2,이신석,"WGS, 100x 기준"
347,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,FIND_MOTIFS,pbmotifmaker,1.1.0,1,1,0.2,1,1,이신석,"WGS, 100x 기준"
348,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,REPROCESS_MOTIFS,pbmotifmaker,1.1.0,1,1,0.1,1,43,이신석,"WGS, 100x 기준"
349,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,smrtlink,25.2,,MOTIFS_REPORT,python3,3.9.6,1,3,0.1,1,5,이신석,"WGS, 100x 기준"
350,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,inhouse,1.0.1,PLOTS,R_SUMMARY,R,4.4.2,1,2,0.2,1,1,이신석,"WGS, 100x 기준"
351,Whole Genome Sequencing ,Long read microbial genome 분석,,Pacbio Revio,inhouse,1.0.1,,R_PLOTS,R,4.4.2,1,1,0.1,1,1,이신석,"WGS, 100x 기준"
